mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_criterion,param_class_weight,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
29.781946579615276,0.3470130086881361,0.16157015164693198,0.014573758707274523,2,1,,10,entropy,,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': None}",0.771099685587312,0.7702737695457753,0.7709722582256439,0.7707819044529104,0.00036305210462807394,74
29.49541727701823,0.2279091143783277,0.16404128074645996,0.029625148087557007,25,1,,10,entropy,,"{'min_samples_split': 25, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': None}",0.7712748856975269,0.7704888339021569,0.7710402486195032,0.7709346560730624,0.00032947604429758094,72
29.42361092567444,0.15823604426604945,0.1618963877360026,0.02453291241383936,50,1,,10,entropy,,"{'min_samples_split': 50, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': None}",0.7714547020576557,0.7705723374271558,0.771188341172306,0.7710717935523724,0.0003695306447133537,71
29.385304927825928,0.17527853377850405,0.15813819567362467,0.02041148030034216,100,1,,10,entropy,,"{'min_samples_split': 100, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': None}",0.7717373005024281,0.7708044891632764,0.7713512184586416,0.771297669374782,0.0003826964653605103,69
28.998932600021362,0.23170733956487424,0.12763381004333496,0.026154679402515143,2,50,,10,entropy,,"{'min_samples_split': 2, 'min_samples_leaf': 50, 'max_features': None, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': None}",0.7720205330980913,0.7710353040069435,0.7715690962609861,0.7715416444553403,0.00040268622336823545,65
29.276742696762085,0.26967943427741065,0.1515822410583496,0.03942263209600853,25,50,,10,entropy,,"{'min_samples_split': 25, 'min_samples_leaf': 50, 'max_features': None, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': None}",0.7720205330980913,0.7710353040069435,0.7715690962609861,0.7715416444553403,0.00040268622336823545,65
29.181045452753704,0.03689578063452819,0.1745611031850179,0.0024480831569927493,50,50,,10,entropy,,"{'min_samples_split': 50, 'min_samples_leaf': 50, 'max_features': None, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': None}",0.7720205330980913,0.7710353040069435,0.7715690962609861,0.7715416444553403,0.00040268622336823545,65
29.433595816294353,0.5137708628097679,0.15764689445495605,0.015889630944058833,100,50,,10,entropy,,"{'min_samples_split': 100, 'min_samples_leaf': 50, 'max_features': None, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': None}",0.7720205330980913,0.7710353040069435,0.7715690962609861,0.7715416444553403,0.00040268622336823545,65
29.03237009048462,0.4818232035745003,0.13321510950724283,0.013360134144467038,2,100,,10,entropy,,"{'min_samples_split': 2, 'min_samples_leaf': 100, 'max_features': None, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': None}",0.7722755158986502,0.7713559667712537,0.7719257421236856,0.7718524082645298,0.0003789688119075223,61
29.053534348805744,0.4860815187844715,0.13107808430989584,0.01251233957415576,25,100,,10,entropy,,"{'min_samples_split': 25, 'min_samples_leaf': 100, 'max_features': None, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': None}",0.7722755158986502,0.7713559667712537,0.7719257421236856,0.7718524082645298,0.0003789688119075223,61
29.65171750386556,1.0917562693047642,0.16402888298034668,0.029699926827642612,50,100,,10,entropy,,"{'min_samples_split': 50, 'min_samples_leaf': 100, 'max_features': None, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': None}",0.7722755158986502,0.7713559667712537,0.7719257421236856,0.7718524082645298,0.0003789688119075223,61
31.150789340337116,0.8085319803439861,0.18198124567667642,0.01496248005844216,100,100,,10,entropy,,"{'min_samples_split': 100, 'min_samples_leaf': 100, 'max_features': None, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': None}",0.7722755158986502,0.7713559667712537,0.7719257421236856,0.7718524082645298,0.0003789688119075223,61
29.949168523152668,0.14767157247357934,0.17178869247436523,0.01800134392132339,2,200,,10,entropy,,"{'min_samples_split': 2, 'min_samples_leaf': 200, 'max_features': None, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': None}",0.7724564651226322,0.7713840819857902,0.7717655946313091,0.771868713913244,0.0004438292372642282,56
30.238119681676228,0.6111333727563537,0.1737362543741862,0.0359874257745308,25,200,,10,entropy,,"{'min_samples_split': 25, 'min_samples_leaf': 200, 'max_features': None, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': None}",0.7724564651226322,0.7713840819857902,0.7717655946313091,0.771868713913244,0.0004438292372642282,56
30.076927185058594,0.36549265958029437,0.19138161341349283,0.028635214540283394,50,200,,10,entropy,,"{'min_samples_split': 50, 'min_samples_leaf': 200, 'max_features': None, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': None}",0.7724564651226322,0.7713840819857902,0.7717655946313091,0.771868713913244,0.0004438292372642282,56
30.54788637161255,0.8472739830928285,0.16840124130249023,0.007285761743377044,100,200,,10,entropy,,"{'min_samples_split': 100, 'min_samples_leaf': 200, 'max_features': None, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': None}",0.7724564651226322,0.7713840819857902,0.7717655946313091,0.771868713913244,0.0004438292372642282,56
41.87376260757446,1.4549515823260188,0.14815529187520346,0.008557351770153746,2,1,,11,entropy,,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 11, 'criterion': 'entropy', 'class_weight': None}",0.7725501381551776,0.771915935267564,0.771975229958647,0.7721471011271296,0.0002860164326060392,55
42.33080005645752,2.0104314232739044,0.15714351336161295,0.023629868493019544,25,1,,11,entropy,,"{'min_samples_split': 25, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 11, 'criterion': 'entropy', 'class_weight': None}",0.7729636783899156,0.7723313252717252,0.7723728104372015,0.7725559380329474,0.00028881297727544107,54
40.84795649846395,2.607956821692876,0.16552130381266275,0.026902571612063476,50,1,,11,entropy,,"{'min_samples_split': 50, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 11, 'criterion': 'entropy', 'class_weight': None}",0.7733687600758378,0.7726277678883376,0.772800486112105,0.7729323380254268,0.0003165502074648159,52
40.5216383934021,1.8773480369012892,0.1329059600830078,0.010948889657999727,100,1,,11,entropy,,"{'min_samples_split': 100, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 11, 'criterion': 'entropy', 'class_weight': None}",0.7739168483511496,0.7731764640788519,0.7732390189819819,0.7734441104706611,0.0003352502614594615,50
39.154804627100624,0.7611452183138171,0.14671500523885092,0.004835818947043183,2,50,,11,entropy,,"{'min_samples_split': 2, 'min_samples_leaf': 50, 'max_features': None, 'max_depth': 11, 'criterion': 'entropy', 'class_weight': None}",0.7748334211227396,0.7740106249484584,0.7742898054165608,0.7743779504959196,0.00034163874913354986,45
35.28993765513102,3.027891895833855,0.1469260056813558,0.03022830314986686,25,50,,11,entropy,,"{'min_samples_split': 25, 'min_samples_leaf': 50, 'max_features': None, 'max_depth': 11, 'criterion': 'entropy', 'class_weight': None}",0.7748334211227396,0.7740106249484584,0.7742898054165608,0.7743779504959196,0.00034163874913354986,45
33.240856409072876,0.6775310355731249,0.1380000909169515,0.012477181961451716,50,50,,11,entropy,,"{'min_samples_split': 50, 'min_samples_leaf': 50, 'max_features': None, 'max_depth': 11, 'criterion': 'entropy', 'class_weight': None}",0.7748334211227396,0.7740106249484584,0.7742898054165608,0.7743779504959196,0.00034163874913354986,45
34.14937814076742,0.40611561296768744,0.14510711034138998,0.013904569593167646,100,50,,11,entropy,,"{'min_samples_split': 100, 'min_samples_leaf': 50, 'max_features': None, 'max_depth': 11, 'criterion': 'entropy', 'class_weight': None}",0.7748334211227396,0.7740106249484584,0.7742898054165608,0.7743779504959196,0.00034163874913354986,45
32.67696086565653,0.5647014124334043,0.12876502672831217,0.0018149217196008224,2,100,,11,entropy,,"{'min_samples_split': 2, 'min_samples_leaf': 100, 'max_features': None, 'max_depth': 11, 'criterion': 'entropy', 'class_weight': None}",0.7753025848000568,0.7745343864734622,0.7748822556407037,0.7749064089714075,0.00031408035573055374,37
33.24675703048706,1.2432625718858943,0.13426621754964194,0.00418808531500312,25,100,,11,entropy,,"{'min_samples_split': 25, 'min_samples_leaf': 100, 'max_features': None, 'max_depth': 11, 'criterion': 'entropy', 'class_weight': None}",0.7753025848000568,0.7745343864734622,0.7748822556407037,0.7749064089714075,0.00031408035573055374,37
32.79848599433899,1.4947667909506648,0.14245502154032388,0.01453421195153768,50,100,,11,entropy,,"{'min_samples_split': 50, 'min_samples_leaf': 100, 'max_features': None, 'max_depth': 11, 'criterion': 'entropy', 'class_weight': None}",0.7753025848000568,0.7745343864734622,0.7748822556407037,0.7749064089714075,0.00031408035573055374,37
31.444463809331257,0.5012066322774142,0.1303414503733317,0.013289803512565099,100,100,,11,entropy,,"{'min_samples_split': 100, 'min_samples_leaf': 100, 'max_features': None, 'max_depth': 11, 'criterion': 'entropy', 'class_weight': None}",0.7753025848000568,0.7745343864734622,0.7748822556407037,0.7749064089714075,0.00031408035573055374,37
30.770209550857544,0.14375582254714864,0.13124775886535645,0.005590136320510416,2,200,,11,entropy,,"{'min_samples_split': 2, 'min_samples_leaf': 200, 'max_features': None, 'max_depth': 11, 'criterion': 'entropy', 'class_weight': None}",0.7754588135696483,0.7746291885942203,0.7748462561431625,0.7749780861023438,0.000351286923152363,33
30.62141489982605,0.18327697049924754,0.13468456268310547,0.0038547271865847607,25,200,,11,entropy,,"{'min_samples_split': 25, 'min_samples_leaf': 200, 'max_features': None, 'max_depth': 11, 'criterion': 'entropy', 'class_weight': None}",0.7754588135696483,0.7746291885942203,0.7748462561431625,0.7749780861023438,0.000351286923152363,33
31.116357962290447,0.41171301841432295,0.1311164697011312,0.0071755395057828035,50,200,,11,entropy,,"{'min_samples_split': 50, 'min_samples_leaf': 200, 'max_features': None, 'max_depth': 11, 'criterion': 'entropy', 'class_weight': None}",0.7754588135696483,0.7746291885942203,0.7748462561431625,0.7749780861023438,0.000351286923152363,33
30.883426268895466,0.2468800630582821,0.12981287638346353,0.004424005256967563,100,200,,11,entropy,,"{'min_samples_split': 100, 'min_samples_leaf': 200, 'max_features': None, 'max_depth': 11, 'criterion': 'entropy', 'class_weight': None}",0.7754588135696483,0.7746291885942203,0.7748462561431625,0.7749780861023438,0.000351286923152363,33
34.87790552775065,0.05764914651583769,0.1308602492014567,0.005048476660913828,2,1,,12,entropy,,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 12, 'criterion': 'entropy', 'class_weight': None}",0.7706763245398731,0.7706743171744347,0.771054035500801,0.7708015590717029,0.00017852967599548577,73
34.65371290842692,0.20013022220595925,0.14048258463541666,0.01261793891056454,25,1,,12,entropy,,"{'min_samples_split': 25, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 12, 'criterion': 'entropy', 'class_weight': None}",0.7717966034431347,0.7717539323616127,0.7720539049481558,0.7718681469176344,0.000132500917548927,60
35.03681468963623,0.20306212800951096,0.13774728775024414,0.0010315408445681698,50,1,,12,entropy,,"{'min_samples_split': 50, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 12, 'criterion': 'entropy', 'class_weight': None}",0.7727014999070764,0.7726921632288609,0.7729468949875438,0.7727801860411603,0.00011794263575491684,53
34.74494616190592,0.13939886721537392,0.14443516731262207,0.0029552488340656353,100,1,,12,entropy,,"{'min_samples_split': 100, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 12, 'criterion': 'entropy', 'class_weight': None}",0.7740769927604709,0.7740230829619233,0.7740306314472161,0.7740435690565368,2.383418967312487e-05,49
34.00381644566854,0.4709878942303191,0.14306378364562988,0.004798780787927996,2,50,,12,entropy,,"{'min_samples_split': 2, 'min_samples_leaf': 50, 'max_features': None, 'max_depth': 12, 'criterion': 'entropy', 'class_weight': None}",0.7753922305720516,0.7751956589926801,0.7757775948411043,0.7754551614686122,0.0002417058215086154,29
34.36839898427328,0.5103881632673382,0.1306165854136149,0.0052539700693996745,25,50,,12,entropy,,"{'min_samples_split': 25, 'min_samples_leaf': 50, 'max_features': None, 'max_depth': 12, 'criterion': 'entropy', 'class_weight': None}",0.7753922305720516,0.7751956589926801,0.7757775948411043,0.7754551614686122,0.0002417058215086154,29
34.30352632204691,0.26516343480871346,0.13480313618977866,0.004320864140036296,50,50,,12,entropy,,"{'min_samples_split': 50, 'min_samples_leaf': 50, 'max_features': None, 'max_depth': 12, 'criterion': 'entropy', 'class_weight': None}",0.7753922305720516,0.7751956589926801,0.7757775948411043,0.7754551614686122,0.0002417058215086154,29
34.4583953221639,0.10917841712925239,0.1514416535695394,0.003966853764875356,100,50,,12,entropy,,"{'min_samples_split': 100, 'min_samples_leaf': 50, 'max_features': None, 'max_depth': 12, 'criterion': 'entropy', 'class_weight': None}",0.7753922305720516,0.7751956589926801,0.7757775948411043,0.7754551614686122,0.0002417058215086154,29
33.53307239214579,0.5025030054700472,0.13006981213887533,0.003717090125583047,2,100,,12,entropy,,"{'min_samples_split': 2, 'min_samples_leaf': 100, 'max_features': None, 'max_depth': 12, 'criterion': 'entropy', 'class_weight': None}",0.7767534095073065,0.7764746246029668,0.776941990820938,0.776723341643737,0.00019198238242069807,21
33.67186522483826,0.17384110825363283,0.14028199513753256,0.00231969267469033,25,100,,12,entropy,,"{'min_samples_split': 25, 'min_samples_leaf': 100, 'max_features': None, 'max_depth': 12, 'criterion': 'entropy', 'class_weight': None}",0.7767534095073065,0.7764746246029668,0.776941990820938,0.776723341643737,0.00019198238242069807,21
33.60199109713236,0.10632722290543248,0.14043585459391275,0.00783752740361376,50,100,,12,entropy,,"{'min_samples_split': 50, 'min_samples_leaf': 100, 'max_features': None, 'max_depth': 12, 'criterion': 'entropy', 'class_weight': None}",0.7767534095073065,0.7764746246029668,0.776941990820938,0.776723341643737,0.00019198238242069807,21
33.908748706181846,0.09028798903408787,0.14863292376200357,0.012920396386641326,100,100,,12,entropy,,"{'min_samples_split': 100, 'min_samples_leaf': 100, 'max_features': None, 'max_depth': 12, 'criterion': 'entropy', 'class_weight': None}",0.7767534095073065,0.7764746246029668,0.776941990820938,0.776723341643737,0.00019198238242069807,21
32.43377923965454,0.14920300775630768,0.12908260027567545,0.006859521558857076,2,200,,12,entropy,,"{'min_samples_split': 2, 'min_samples_leaf': 200, 'max_features': None, 'max_depth': 12, 'criterion': 'entropy', 'class_weight': None}",0.7772694429888612,0.776716295451911,0.777256492612835,0.7770807436845358,0.00025775804385415904,17
33.50832017262777,0.6567395059735981,0.14296944936116537,0.0056117647653654455,25,200,,12,entropy,,"{'min_samples_split': 25, 'min_samples_leaf': 200, 'max_features': None, 'max_depth': 12, 'criterion': 'entropy', 'class_weight': None}",0.7772694429888612,0.776716295451911,0.777256492612835,0.7770807436845358,0.00025775804385415904,17
32.91821702321371,0.6846069874679679,0.14647205670674643,0.01205458655794999,50,200,,12,entropy,,"{'min_samples_split': 50, 'min_samples_leaf': 200, 'max_features': None, 'max_depth': 12, 'criterion': 'entropy', 'class_weight': None}",0.7772694429888612,0.776716295451911,0.777256492612835,0.7770807436845358,0.00025775804385415904,17
32.859306971232094,0.48442720191937244,0.13955100377400717,0.0002981897101028376,100,200,,12,entropy,,"{'min_samples_split': 100, 'min_samples_leaf': 200, 'max_features': None, 'max_depth': 12, 'criterion': 'entropy', 'class_weight': None}",0.7772694429888612,0.776716295451911,0.777256492612835,0.7770807436845358,0.00025775804385415904,17
37.69063878059387,0.4348725655788909,0.13940167427062988,0.005501042145107601,2,1,,13,entropy,,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 13, 'criterion': 'entropy', 'class_weight': None}",0.766125063860406,0.7665881217428827,0.7664848788876701,0.7663993548303196,0.00019847993000170116,78
37.8620130221049,0.0883997457683987,0.14789199829101562,0.006855062439504644,25,1,,13,entropy,,"{'min_samples_split': 25, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 13, 'criterion': 'entropy', 'class_weight': None}",0.7684704623800847,0.7688827907998492,0.7689976762830997,0.7687836431543446,0.00022636447982538966,76
37.645445346832275,0.19219949858966962,0.16335678100585938,0.015676437785784092,50,1,,13,entropy,,"{'min_samples_split': 50, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 13, 'criterion': 'entropy', 'class_weight': None}",0.7703426589747677,0.7708114904814188,0.7710554235735378,0.7707365243432415,0.0002957738829127235,75
37.57242274284363,0.34169074640500996,0.15267674128214517,0.0025233346298226857,100,1,,13,entropy,,"{'min_samples_split': 100, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 13, 'criterion': 'entropy', 'class_weight': None}",0.7731666668125396,0.7733253679114619,0.7734052462208157,0.7732990936482724,9.915572329406884e-05,51
36.59297243754069,0.26102819959049955,0.15377958615620932,0.008830700484449382,2,50,,13,entropy,,"{'min_samples_split': 2, 'min_samples_leaf': 50, 'max_features': None, 'max_depth': 13, 'criterion': 'entropy', 'class_weight': None}",0.7752039582057757,0.7757352633580881,0.7755862176016658,0.7755084797218431,0.00022376129347722682,25
36.11517596244812,0.23670247906323466,0.14418578147888184,0.009740883647120542,25,50,,13,entropy,,"{'min_samples_split': 25, 'min_samples_leaf': 50, 'max_features': None, 'max_depth': 13, 'criterion': 'entropy', 'class_weight': None}",0.7752039582057757,0.7757352633580881,0.7755862176016658,0.7755084797218431,0.00022376129347722682,25
36.20834573109945,0.1579264482621619,0.15600212415059408,0.011767861757889991,50,50,,13,entropy,,"{'min_samples_split': 50, 'min_samples_leaf': 50, 'max_features': None, 'max_depth': 13, 'criterion': 'entropy', 'class_weight': None}",0.7752039582057757,0.7757352633580881,0.7755862176016658,0.7755084797218431,0.00022376129347722682,25
36.28332916895548,0.3681132121426329,0.15319132804870605,0.006461958722324559,100,50,,13,entropy,,"{'min_samples_split': 100, 'min_samples_leaf': 50, 'max_features': None, 'max_depth': 13, 'criterion': 'entropy', 'class_weight': None}",0.7752039582057757,0.7757352633580881,0.7755862176016658,0.7755084797218431,0.00022376129347722682,25
35.35318732261658,0.11598061784551779,0.14193121592203775,0.009858712635028324,2,100,,13,entropy,,"{'min_samples_split': 2, 'min_samples_leaf': 100, 'max_features': None, 'max_depth': 13, 'criterion': 'entropy', 'class_weight': None}",0.7777786904143869,0.7777008673831486,0.7777724624878813,0.7777506734284723,3.530985112993698e-05,13
35.32103180885315,0.33408261425642255,0.16529099146525064,0.014925421286844825,25,100,,13,entropy,,"{'min_samples_split': 25, 'min_samples_leaf': 100, 'max_features': None, 'max_depth': 13, 'criterion': 'entropy', 'class_weight': None}",0.7777786904143869,0.7777008673831486,0.7777724624878813,0.7777506734284723,3.530985112993698e-05,13
35.13645029067993,0.19070226823569497,0.1600766976674398,0.0036920707106787845,50,100,,13,entropy,,"{'min_samples_split': 50, 'min_samples_leaf': 100, 'max_features': None, 'max_depth': 13, 'criterion': 'entropy', 'class_weight': None}",0.7777786904143869,0.7777008673831486,0.7777724624878813,0.7777506734284723,3.530985112993698e-05,13
35.38788310686747,0.1403854575440614,0.16804218292236328,0.01908120486229456,100,100,,13,entropy,,"{'min_samples_split': 100, 'min_samples_leaf': 100, 'max_features': None, 'max_depth': 13, 'criterion': 'entropy', 'class_weight': None}",0.7777786904143869,0.7777008673831486,0.7777724624878813,0.7777506734284723,3.530985112993698e-05,13
33.44411770502726,0.44241070361849355,0.1317936579386393,0.012940946866035018,2,200,,13,entropy,,"{'min_samples_split': 2, 'min_samples_leaf': 200, 'max_features': None, 'max_depth': 13, 'criterion': 'entropy', 'class_weight': None}",0.7781590729903387,0.7781278726523249,0.7786063138497391,0.7782977531641343,0.00021855683898208407,5
33.286153157552086,0.20256279116984657,0.1294689178466797,0.0064272349229445615,25,200,,13,entropy,,"{'min_samples_split': 25, 'min_samples_leaf': 200, 'max_features': None, 'max_depth': 13, 'criterion': 'entropy', 'class_weight': None}",0.7781590729903387,0.7781278726523249,0.7786063138497391,0.7782977531641343,0.00021855683898208407,5
33.39082686106364,0.3950053714843885,0.14612245559692383,0.008106935627142266,50,200,,13,entropy,,"{'min_samples_split': 50, 'min_samples_leaf': 200, 'max_features': None, 'max_depth': 13, 'criterion': 'entropy', 'class_weight': None}",0.7781590729903387,0.7781278726523249,0.7786063138497391,0.7782977531641343,0.00021855683898208407,5
33.70507947603861,0.5660809297772648,0.14513103167215982,0.008726291477479036,100,200,,13,entropy,,"{'min_samples_split': 100, 'min_samples_leaf': 200, 'max_features': None, 'max_depth': 13, 'criterion': 'entropy', 'class_weight': None}",0.7781590729903387,0.7781278726523249,0.7786063138497391,0.7782977531641343,0.00021855683898208407,5
40.136421044667564,0.037126709739675016,0.14872042338053384,0.0036695381525611174,2,1,,14,entropy,,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 14, 'criterion': 'entropy', 'class_weight': None}",0.7590565301516861,0.7596569924371501,0.7596223857011504,0.7594453027633289,0.0002752665547147675,80
40.19242509206136,0.037961313297975925,0.1649336814880371,0.008464765233848134,25,1,,14,entropy,,"{'min_samples_split': 25, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 14, 'criterion': 'entropy', 'class_weight': None}",0.7635799103994922,0.7643746552676078,0.7640562045692668,0.764003590078789,0.0003265793061470172,79
40.31164296468099,0.6815041340501029,0.16519625981648764,0.007360366163956873,50,1,,14,entropy,,"{'min_samples_split': 50, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 14, 'criterion': 'entropy', 'class_weight': None}",0.7670004552207322,0.7676425182303062,0.7676182342588821,0.7674204025699735,0.00029711306480653893,77
39.71432280540466,0.4243437059344101,0.1897892157236735,0.01820593953903647,100,1,,14,entropy,,"{'min_samples_split': 100, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 14, 'criterion': 'entropy', 'class_weight': None}",0.7710459775673474,0.7714596247139609,0.7712016553474673,0.7712357525429252,0.00017058322412426868,70
37.8997315565745,0.26506470866686116,0.1467286745707194,0.01099801565027325,2,50,,14,entropy,,"{'min_samples_split': 2, 'min_samples_leaf': 50, 'max_features': None, 'max_depth': 14, 'criterion': 'entropy', 'class_weight': None}",0.7745708755625262,0.7745357130552115,0.7748861023965274,0.7746642303380883,0.0001575426042210977,41
37.92750779787699,0.3800052140447402,0.15852745374043783,0.020133054175031136,25,50,,14,entropy,,"{'min_samples_split': 25, 'min_samples_leaf': 50, 'max_features': None, 'max_depth': 14, 'criterion': 'entropy', 'class_weight': None}",0.7745708755625262,0.7745357130552115,0.7748861023965274,0.7746642303380883,0.0001575426042210977,41
38.477821270624794,0.21480163421633605,0.17613593737284342,0.0020888871188239886,50,50,,14,entropy,,"{'min_samples_split': 50, 'min_samples_leaf': 50, 'max_features': None, 'max_depth': 14, 'criterion': 'entropy', 'class_weight': None}",0.7745708755625262,0.7745357130552115,0.7748861023965274,0.7746642303380883,0.0001575426042210977,41
38.024065812428795,0.18370635350118283,0.17132345835367838,0.006895357472275591,100,50,,14,entropy,,"{'min_samples_split': 100, 'min_samples_leaf': 50, 'max_features': None, 'max_depth': 14, 'criterion': 'entropy', 'class_weight': None}",0.7745708755625262,0.7745357130552115,0.7748861023965274,0.7746642303380883,0.0001575426042210977,41
36.32533351580302,0.28905416397040584,0.13719391822814941,0.0065398346017367355,2,100,,14,entropy,,"{'min_samples_split': 2, 'min_samples_leaf': 100, 'max_features': None, 'max_depth': 14, 'criterion': 'entropy', 'class_weight': None}",0.7781100826237796,0.7778891579896146,0.7781076435869839,0.7780356280667927,0.00010357477124135051,9
36.89710839589437,0.2425977889492547,0.17943874994913736,0.028797299525011994,25,100,,14,entropy,,"{'min_samples_split': 25, 'min_samples_leaf': 100, 'max_features': None, 'max_depth': 14, 'criterion': 'entropy', 'class_weight': None}",0.7781100826237796,0.7778891579896146,0.7781076435869839,0.7780356280667927,0.00010357477124135051,9
36.95202422142029,0.5644953578063963,0.17089366912841797,0.018049846456398337,50,100,,14,entropy,,"{'min_samples_split': 50, 'min_samples_leaf': 100, 'max_features': None, 'max_depth': 14, 'criterion': 'entropy', 'class_weight': None}",0.7781100826237796,0.7778891579896146,0.7781076435869839,0.7780356280667927,0.00010357477124135051,9
36.577931801478066,0.1818405518571859,0.09848626454671223,0.003655671263932773,100,100,,14,entropy,,"{'min_samples_split': 100, 'min_samples_leaf': 100, 'max_features': None, 'max_depth': 14, 'criterion': 'entropy', 'class_weight': None}",0.7781100826237796,0.7778891579896146,0.7781076435869839,0.7780356280667927,0.00010357477124135051,9
34.720701376597084,0.1556153227302827,0.12972227732340494,0.005353428393347057,2,200,,14,entropy,,"{'min_samples_split': 2, 'min_samples_leaf': 200, 'max_features': None, 'max_depth': 14, 'criterion': 'entropy', 'class_weight': None}",0.7789103223564701,0.7788306450565992,0.7792860290464568,0.779008998819842,0.00019857228385379856,1
34.698631286621094,0.23842154712983293,0.12119579315185547,0.014624837254948696,25,200,,14,entropy,,"{'min_samples_split': 25, 'min_samples_leaf': 200, 'max_features': None, 'max_depth': 14, 'criterion': 'entropy', 'class_weight': None}",0.7789103223564701,0.7788306450565992,0.7792860290464568,0.779008998819842,0.00019857228385379856,1
34.2926701704661,0.2427935104689826,0.12941980361938477,0.018068168938447055,50,200,,14,entropy,,"{'min_samples_split': 50, 'min_samples_leaf': 200, 'max_features': None, 'max_depth': 14, 'criterion': 'entropy', 'class_weight': None}",0.7789103223564701,0.7788306450565992,0.7792860290464568,0.779008998819842,0.00019857228385379856,1
34.442936182022095,0.3415446928921196,0.09783291816711426,0.0068815642289369195,100,200,,14,entropy,,"{'min_samples_split': 100, 'min_samples_leaf': 200, 'max_features': None, 'max_depth': 14, 'criterion': 'entropy', 'class_weight': None}",0.7789103223564701,0.7788306450565992,0.7792860290464568,0.779008998819842,0.00019857228385379856,1
